datetime,Unnamed: 0,open,high,low,close,volume,Hurst,ADX,donchian_percentage,Trend
2019-12-10,93,7338.2,7403.71,7152.0,7220.98,126662.794,,25.720459862560155,22.14660865883061,-1
2019-12-11,94,7220.92,7267.0,7117.74,7205.77,97320.727,,24.922912177091888,18.660059511747416,-1
2019-12-12,95,7206.78,7295.12,7080.0,7194.77,140594.105,,24.310941796509542,18.660059511747416,-1
2019-12-13,96,7194.08,7298.0,7190.0,7252.98,80178.833,,23.728535130864792,18.660059511747416,-1
2019-12-14,97,7252.98,7266.14,7007.86,7061.34,97837.512,,23.817570000108176,18.660059511747416,-1
2019-12-15,98,7060.79,7196.0,7004.77,7115.0,87933.233,,23.910496388986843,13.60544217687075,-1
2019-12-16,99,7115.45,7147.34,6831.0,6887.54,117597.89,,24.553287660966273,13.881888154757851,-1
2019-12-17,100,6887.48,6940.0,6550.0,6618.96,166411.289,0.7478713777224092,25.885396378887673,18.055555555555554,-1
2019-12-18,101,6618.96,7479.99,6427.0,7277.44,328489.593,0.7532671097606694,24.656904374228855,19.934159837500875,1
2019-12-19,102,7278.11,7367.87,7042.82,7146.29,158849.566,0.7572483789559212,23.51641115554992,19.301328459970478,1
2019-12-20,103,7146.29,7217.08,7078.17,7184.39,86449.566,0.7609138521506501,22.457596677066693,19.301328459970478,1
2019-12-21,104,7184.39,7185.0,7108.0,7131.01,44340.865,0.7644415672357456,21.47459707969983,19.301328459970478,1
2019-12-22,105,7131.02,7517.61,7122.0,7502.92,129797.395,0.7685415728708204,20.60851443845614,19.301328459970478,1
2019-12-23,106,7502.92,7691.0,7262.0,7314.01,215298.787,0.7716567008744512,20.357685014219918,19.301328459970478,1
2019-12-24,107,7314.03,7434.55,7156.08,7252.04,149081.004,0.7751472080605906,19.67960534737236,17.90621901119139,1
2019-12-25,108,7251.57,7267.63,7123.19,7201.45,96965.072,0.7786632994703016,18.91156001326329,17.90621901119139,1
2019-12-26,109,7201.67,7438.8,7151.0,7197.46,133973.533,0.7821113355704913,18.779070809270294,17.90621901119139,1
2019-12-27,110,7197.84,7270.0,7078.89,7248.4,112284.61,0.7855713992832192,18.33064553292278,17.90621901119139,1
2019-12-28,111,7248.4,7359.15,7235.0,7311.48,91292.882,0.7889523459750831,18.222174064979875,17.90621901119139,1
2019-12-29,112,7310.29,7527.0,7283.6,7383.67,102543.974,0.7928728138662187,18.661089885918315,17.90621901119139,1
2019-12-30,113,7383.68,7400.0,7215.58,7240.43,94375.362,0.7967088795015115,18.729972665560766,17.90621901119139,1
2019-12-31,114,7240.8,7319.0,7141.0,7189.0,89203.437,0.8002228848959179,18.425874615696205,17.90621901119139,1
2020-01-01,115,7189.43,7260.43,7170.15,7197.57,56801.329,0.8041445341282816,18.143521389056417,17.90621901119139,1
2020-01-02,116,7197.57,7209.59,6922.0,6962.04,115295.677,0.8068566704104941,16.977923457064765,17.90621901119139,-1
2020-01-03,117,6962.34,7407.28,6863.44,7341.72,208493.458,0.807836046566551,16.42622297698764,17.90621901119139,1
2020-01-04,118,7341.6,7400.0,7269.21,7350.71,92586.033,0.8085643072898072,15.91396385510259,17.90621901119139,1
2020-01-05,119,7350.54,7495.0,7303.0,7354.36,117765.972,0.8099126303533868,15.809376271258438,17.90621901119139,1
2020-01-06,120,7354.36,7808.65,7345.0,7757.39,168150.317,0.8108681752302483,16.745748917336574,19.41112629209063,1
2020-01-07,121,7757.74,8215.33,7733.0,8152.49,280809.162,0.8108079290141723,18.585269099406414,17.931038141705198,1
2020-01-08,122,8150.9,8468.42,7870.11,8059.84,321225.114,0.8111022758003409,20.759592725555567,20.936533466911392,1
2020-01-09,123,8059.77,8060.0,7750.01,7818.59,187263.143,0.8105669486534421,22.19492934417964,20.936533466911392,1
2020-01-10,124,7817.91,8210.62,7670.0,8207.09,253783.948,0.8092313110457513,23.818981684994444,20.936533466911392,1
2020-01-11,125,8207.2,8292.19,8003.87,8020.56,164741.715,0.8089477827567098,25.479034874410978,20.936533466911392,1
2020-01-12,126,8020.58,8195.0,7956.28,8186.7,108629.964,0.8084329337563871,26.771399673387094,20.936533466911392,1
2020-01-13,127,8186.22,8200.0,8053.78,8113.0,74581.364,0.8085692829300143,27.982196487401556,20.936533466911392,1
2020-01-14,128,8112.99,8893.0,8109.02,8825.0,290777.981,0.8085456149947627,30.253806281789114,25.761656820957025,1
2020-01-15,129,8825.0,8921.2,8570.52,8825.3,237633.837,0.8102257451742867,32.398584181758025,26.07294179658201,1
2020-01-16,130,8825.35,8868.21,8596.25,8725.08,167958.963,0.810926861359215,34.39010906676041,26.07294179658201,1
2020-01-17,131,8724.99,9039.0,8680.0,8918.72,205717.686,0.8116753629241051,36.46586749607032,27.361335744703336,1
2020-01-18,132,8918.73,8995.0,8816.0,8925.0,114708.682,0.8117669103075401,38.39331190903966,27.361335744703336,1
2020-01-19,133,8925.0,9205.3,8440.91,8705.85,225314.525,0.8118685722477375,38.21018288568598,29.148022807015362,1
2020-01-20,134,8705.98,8750.37,8526.06,8650.0,125161.675,0.8124341414608834,38.04013797229659,29.148022807015362,1
2020-01-21,135,8650.0,8790.1,8448.6,8742.43,107577.153,0.8128840054053327,37.50485098106462,29.148022807015362,1
2020-01-22,136,8742.78,8820.0,8585.85,8684.57,94305.496,0.8134332517547915,37.08674742739967,29.148022807015362,1
2020-01-23,137,8684.47,8694.0,8326.0,8409.6,163407.064,0.8138260481567164,35.47958035346755,23.50406779928507,1
2020-01-24,138,8410.0,8528.0,8247.0,8441.96,144785.391,0.8143240587979814,33.65401328685594,23.046588685691432,1
2020-01-25,139,8442.82,8455.0,8272.0,8344.64,96961.714,0.8153309002376146,31.95886771620772,22.480559264786734,-1
2020-01-26,140,8344.37,8624.45,8300.0,8611.21,117898.916,0.8159574002151911,30.976501424349465,18.19582466682073,1
2020-01-27,141,8611.21,9015.48,8565.0,8913.61,172235.328,0.8173071160291189,31.151145184518285,18.19582466682073,1
2020-01-28,142,8913.61,9436.06,8905.0,9398.98,244467.546,0.8187456026090284,32.15637688272898,20.648355027399642,1
2020-01-29,143,9399.72,9460.52,9242.0,9311.0,169460.643,0.8191077076661073,33.13276165980078,20.90444423169875,1
2020-01-30,144,9311.23,9599.0,9210.42,9525.67,190137.536,0.8198122019510539,34.282219455405325,18.714825397259403,1
2020-01-31,145,9525.67,9550.72,9220.0,9364.51,146644.026,0.8207707429769849,35.34956349706585,18.714825397259403,1
2020-02-01,146,9364.5,9477.76,9306.0,9392.74,109040.285,0.8242307790627739,36.34066037901697,17.50681762305994,1
2020-02-02,147,9392.99,9489.92,9160.01,9338.2,148402.977,0.8279295879274223,36.44749197139908,16.828307173811634,1
2020-02-03,148,9340.49,9647.61,9250.0,9300.64,159049.385,0.8279747567589696,36.90873889537523,15.653987429734434,1
2020-02-04,149,9300.63,9368.0,9105.0,9198.35,147843.902,0.8279245542646911,36.57443099846654,15.653987429734434,-1
2020-02-05,150,9198.32,9799.08,9179.88,9630.0,212311.697,0.8282771362061035,37.1984116325697,17.201298010426637,1
2020-02-06,151,9630.0,9884.0,9550.0,9778.12,200556.367,0.8277729738361571,37.931494749537606,18.057470630412002,1
2020-02-07,152,9777.97,9900.0,9736.66,9821.52,129740.767,0.8271629184969824,38.64192897731737,18.217887254091586,1
2020-02-08,153,9821.52,9956.0,9680.55,9906.43,129267.269,0.826347561690169,38.99489260132569,18.777124649783,1
2020-02-09,154,9906.09,10184.34,9892.15,10167.38,143407.013,0.8254133569678831,39.77758261822413,21.0222371243762,1
2020-02-10,155,10167.37,10213.56,9750.0,9865.56,184242.737,0.8239649356772243,39.75072608725596,21.305529193047228,1
2020-02-11,156,9865.56,10409.96,9729.36,10229.06,190119.815,0.8233719594721082,40.13600009675574,23.18662847537862,1
2020-02-12,157,10230.74,10479.98,10229.71,10339.99,159674.258,0.8220627356167013,40.63131924967861,23.847731988820403,1
2020-02-13,158,10339.64,10540.0,10101.0,10239.63,213052.717,0.820678099011816,40.40858982716965,24.112268764618328,1
2020-02-14,159,10240.02,10390.0,10123.37,10356.82,130975.746,0.8196724696933202,40.201770309993854,23.7791932059448,1
2020-02-15,160,10356.27,10389.75,9752.3,9914.99,152146.127,0.8186066783824368,38.25644875149496,20.675215912064903,-1
2020-02-16,161,9914.31,10060.45,9626.64,9921.86,141547.956,0.8183893691447058,35.95691315856432,16.816662381074828,-1
2020-02-17,162,9921.87,9971.0,9461.89,9716.0,185338.179,0.8186567234807449,33.557236881351905,14.609315347416645,-1
2020-02-18,163,9716.0,10270.0,9598.0,10174.32,166119.369,0.819104245251611,31.974185850623627,14.609315347416645,-1
2020-02-19,164,10174.53,10286.0,9293.07,9593.65,187495.927,0.8189092557076463,29.89975396478144,14.609315347416645,-1
2020-02-20,165,9593.31,9700.0,9382.59,9601.99,143105.587,0.8196020655010143,27.97349973078164,14.609315347416645,-1
2020-02-21,166,9601.51,9759.59,9547.0,9681.39,98954.288,0.8201679496068109,25.976583404014253,14.609315347416645,-1
2020-02-22,167,9681.39,9710.7,9565.0,9659.2,58419.547,0.8208054768769558,24.1223072327642,14.609315347416645,-1
2020-02-23,168,9658.95,10018.9,9657.0,9943.12,97134.358,0.8216956592224819,23.43557133692519,14.609315347416645,-1
2020-02-24,169,9943.12,10000.0,9487.38,9662.95,157965.671,0.8228506832393826,22.149661674887653,13.794404428424523,-1
2020-02-25,170,9662.88,9686.78,9247.0,9326.0,168641.725,0.8240862043739711,20.99206978374191,13.069186839844344,-1
2020-02-26,171,9326.0,9384.0,8610.0,8792.22,267005.172,0.8252066175904192,21.49891140280596,20.156657963446474,-1
2020-02-27,172,8793.96,8978.0,8533.9,8828.0,200638.488,0.82609878444427,22.120564779208433,21.035026921604917,-1
2020-02-28,173,8827.12,8908.86,8450.0,8699.57,196066.11,0.8269000229771831,22.865973440290574,22.011585044760402,-1
2020-02-29,174,8699.86,8799.83,8530.0,8531.98,103524.685,0.8273849228672853,23.558137897875657,22.011585044760402,-1
2020-03-01,175,8532.5,8762.24,8409.0,8537.84,174332.916,0.8269259744691073,24.45812519752654,22.491952081904056,-1
2020-03-02,176,8537.84,8972.0,8504.95,8919.7,160294.484,0.8262189379662608,24.412112247522078,22.491952081904056,-1
2020-03-03,177,8919.7,8922.34,8657.41,8765.0,160123.605,0.8260227520220045,24.369385972769198,22.491952081904056,-1
2020-03-04,178,8765.0,8853.88,8669.23,8756.93,105462.12,0.8255622342048712,24.32971160579545,21.07558912708123,-1
2020-03-05,179,8755.98,9172.3,8755.98,9062.81,161840.623,0.824932904958528,22.995690660173583,21.07320965489727,-1
2020-03-06,180,9062.62,9179.75,8994.14,9139.48,115011.583,0.8245634757830547,21.72917002473989,20.08023535704734,-1
2020-03-07,181,9139.77,9204.0,8850.0,8897.18,125804.999,0.8242782021638665,21.03527695207207,20.08023535704734,-1
2020-03-08,182,8895.62,8897.71,7997.7,8038.46,237407.028,0.8236037480370302,22.35249140576047,25.031038575343068,-1
2020-03-09,183,8038.99,8182.31,7635.21,7932.15,334399.107,0.8231572505241104,24.116338541737733,29.58271232801803,-1
2020-03-10,184,7932.45,8156.31,7733.0,7897.66,257068.702,0.822696901626964,25.754195775893805,27.004363289908124,-1
2020-03-11,185,7898.21,7988.0,7593.29,7938.39,220537.381,0.8221915503932852,27.47533325450765,27.544672184435893,-1
2020-03-12,186,7938.39,7969.0,4347.0,4764.65,784747.02,0.8215913292942941,31.114923576368668,78.96337855616424,-1
2020-03-13,187,4762.28,5971.0,3621.81,5570.26,935489.242,0.8164593758194281,34.68030856573566,93.79409136327949,-1
2020-03-14,188,5569.84,5638.42,5040.0,5167.01,316242.586,0.8146998499024971,37.99102196538664,93.64673270292275,-1
2020-03-15,189,5167.21,5954.47,5089.12,5357.32,356311.765,0.8123368365161965,40.32250916015018,91.14368990253665,-1
2020-03-16,190,5354.81,5361.26,4413.62,5026.26,621555.792,0.8110046563352091,42.73241980822124,88.60947530372965,-1
2020-03-17,191,5027.11,5529.98,4913.49,5307.38,429908.098,0.8092291897829101,44.5915659560851,87.04619825180633,-1
2020-03-18,192,5306.42,5435.0,4982.75,5389.64,402005.703,0.8084358632474845,46.31791547239754,87.04619825180633,-1
2020-03-19,193,5389.94,6400.0,5246.5,6159.6,499391.19,0.8078245419687047,45.8951216702151,87.04619825180633,-1
2020-03-20,194,6159.41,6911.0,5650.0,6203.77,571898.016,0.8079989995722235,44.6254699202638,87.04619825180633,-1
2020-03-21,195,6204.47,6457.17,5854.01,6183.69,387679.649,0.8082095361163344,43.4465078424592,87.04619825180633,-1
2020-03-22,196,6183.84,6408.91,5730.35,5810.17,391002.795,0.808428401200118,42.47476150853839,87.04619825180633,-1
2020-03-23,197,5810.3,6619.9,5670.0,6463.84,489746.087,0.80851574785616,41.1813735720162,87.04619825180633,-1
2020-03-24,198,6463.21,6840.0,6369.0,6741.33,437968.553,0.8087301266613499,39.578608564581955,87.04619825180633,-1
2020-03-25,199,6740.86,6960.71,6436.26,6673.41,400684.542,0.8089391843317655,37.86966431616223,87.04619825180633,-1
2020-03-26,200,6673.57,6777.5,6500.0,6733.76,281245.628,0.8090233019294134,36.28278775699029,87.04619825180633,-1
2020-03-27,201,6733.76,6840.0,6230.0,6353.64,258213.519,0.8089919164193564,35.19016375697908,84.28278400449858,-1
2020-03-28,202,6353.64,6354.74,6004.0,6230.95,341944.185,0.8093988218362382,34.479889993681866,77.26963128128145,-1
2020-03-29,203,6231.81,6260.0,5857.6,5876.27,251335.919,0.8096845538071302,34.013912122604445,76.9987060753329,-1
2020-03-30,204,5876.27,6606.15,5850.0,6391.08,387321.998,0.8098927680229435,32.80887032380462,75.21552893630474,-1
2020-03-31,205,6389.52,6516.63,6320.0,6407.1,262522.644,0.8102137824611676,31.689903057464154,75.01097852522818,-1
2020-04-01,206,6407.1,6693.0,6140.0,6641.51,390529.602,0.8109317072738342,30.937853693153475,63.102172261427334,-1
2020-04-02,207,6641.22,7290.0,6542.73,6791.63,531321.428,0.8113937575013153,28.961852551090292,49.15368065607052,1
2020-04-03,208,6791.65,7049.11,6600.0,6729.8,411944.927,0.8117336108888615,27.126994503008394,49.15368065607052,-1
2020-04-04,209,6729.8,7020.0,6629.99,6851.1,319849.757,0.8120552847613264,25.423197877949477,49.15368065607052,1
2020-04-05,210,6851.4,6893.44,6668.02,6768.9,239224.508,0.812313914221126,23.841101127255733,38.94803863484954,1
2020-04-06,211,6768.9,7370.0,6760.0,7325.73,461331.013,0.8126653699030705,22.913631993932825,38.651312460788084,1
2020-04-07,212,7325.73,7457.0,7070.43,7192.9,419572.04,0.8126502944711606,22.219205973413285,34.80143267603417,1
2020-04-08,213,7192.9,7417.83,7145.14,7357.66,332599.575,0.8128532438551657,21.57438184917109,27.573052567330436,1
2020-04-09,214,7357.15,7365.69,7105.98,7278.65,293638.581,0.8127244540147854,20.86654722945866,27.226327416774588,1
2020-04-10,215,7278.83,7290.0,6741.0,6857.82,440148.453,0.8126375402933614,19.49407196355581,27.226327416774588,1
2020-04-11,216,6858.0,6944.28,6757.29,6874.18,224157.844,0.8129107384690564,18.219630704825693,27.226327416774588,1
2020-04-12,217,6874.17,7173.98,6775.66,6900.52,321594.822,0.8129734376898752,17.38164090282069,24.152701585631622,1
2020-04-13,218,6900.19,6900.99,6558.0,6834.0,421954.773,0.8133817245041067,16.251266061650707,24.152701585631622,1
2020-04-14,219,6834.01,6975.6,6751.0,6864.11,280445.427,0.813845216097,15.176087161370496,24.152701585631622,-1
2020-04-15,220,6864.11,6929.0,6602.59,6616.89,281136.689,0.8142941918257958,14.40346781047724,24.152701585631622,-1
2020-04-16,221,6616.88,7190.92,6465.33,7098.15,559868.603,0.8154310941090576,13.767841083992764,24.152701585631622,1
2020-04-17,222,7098.15,7140.0,6981.0,7022.44,277339.601,0.8169733032229286,13.177616284239736,24.152701585631622,1
2020-04-18,223,7022.0,7290.0,7008.11,7242.42,225807.171,0.8184438474104607,13.028260723708,24.152701585631622,1
2020-04-19,224,7242.49,7258.42,7055.0,7118.03,216975.114,0.8192520995340683,12.889573421085426,19.371920276531586,1
2020-04-20,225,7118.04,7208.55,6735.95,6825.29,445104.981,0.8207129160668767,12.186165841915136,19.371920276531586,-1
2020-04-21,226,6825.28,6940.0,6759.16,6838.0,288024.528,0.8221730208075795,11.533001675817026,14.24574765861749,-1
2020-04-22,227,6838.0,7154.9,6812.57,7120.06,306482.163,0.8235109021484732,11.15710534821018,14.24574765861749,-1
2020-04-23,228,7120.06,7802.38,7020.0,7483.35,472510.047,0.8246638688619287,12.326119990120384,18.74232094708962,1
2020-04-24,229,7483.36,7612.91,7388.0,7504.11,278378.368,0.8246095264429198,13.411633566805794,18.74232094708962,1
2020-04-25,230,7504.62,7722.33,7433.0,7534.01,243266.807,0.8244900903984814,14.639886389327907,18.74232094708962,1
2020-04-26,231,7534.01,7709.57,7476.86,7694.17,269921.936,0.8243466862900131,15.780406849832454,18.74232094708962,1
2020-04-27,232,7693.63,7795.6,7623.98,7774.0,290336.169,0.8237756401747695,17.024590525930925,18.74232094708962,1
2020-04-28,233,7774.0,7780.0,7662.49,7735.75,217652.761,0.8230186510817352,18.179903924120776,18.74232094708962,1
2020-04-29,234,7735.76,8988.66,7710.0,8784.2,871197.569,0.8224365107255597,21.05789866075332,32.656032519757034,1
2020-04-30,235,8784.05,9479.77,8400.0,8624.76,944211.711,0.8225653944607452,24.151644333521855,37.81023637355677,1
2020-05-01,236,8623.61,9065.0,8619.84,8830.52,417820.386,0.8224484738004186,27.024408142000638,37.81023637355677,1
2020-05-02,237,8830.52,9020.0,8755.01,8975.18,295769.728,0.8225828024040808,29.69197450927188,37.81023637355677,1
2020-05-03,238,8975.18,9200.0,8727.24,8900.0,451322.713,0.8231401610563608,32.324372511899654,37.81023637355677,1
2020-05-04,239,8899.99,8954.94,8526.0,8873.98,440135.307,0.8236015003054221,33.9541937746025,37.81023637355677,1
2020-05-05,240,8873.99,9118.17,8766.12,9022.78,409920.13,0.8241669521446694,35.64842771287523,37.81023637355677,1
2020-05-06,241,9022.76,9405.0,8916.01,9148.27,507753.8,0.8245229869846893,37.513373723812215,33.841482216022484,1
2020-05-07,242,9148.29,10080.0,9022.0,9995.0,738920.219,0.8246771759147845,39.781849683949964,39.772358980610676,1
2020-05-08,243,9994.74,10045.03,9726.0,9807.49,458034.211,0.8246855868453815,41.88829163361363,39.772358980610676,1
